régionCNC,N° auto,nom,région administrative,adresse,code INSEE,commune,population de la commune,DEP,N°UU,unité urbaine,population unité urbaine,situation géographique,écrans,fauteuils,semaines d'activité,séances,entrées 2022,entrées 2021,évolution entrées,tranche d'entrées,programmateur,AE,catégorie Art et Essai,label Art et Essai,genre,multiplexe,zone de la commune,nombre de films programmés,nombre de films inédits,nombre de films en semaine 1,PdM en entrées des films français,PdM en entrées des films américains,PdM en entrées des films européens,PdM en entrées des autres films,films Art et Essai,PdM en entrées des films Art et Essai,latitude,longitude,geolocalisation
1,54,GAUMONT CHAMPS ELYSEES MARIGNAN,ILE-DE-FRANCE,27/33 AVENUE DES CHAMPS ELYSEES,75108,Paris 8e Arrondissement,36218,75,851,Paris,10949158,01-Paris,6,1597,53,7911,206777,169651,21.88374958,De 200 à 300 000 entrées,PATHE-GAUMONT,,NON,,FIXE,,C,132,101,86,20.45010411,59.50490517,14.71304879,5.331941935,17,2.988388062,48.869654,2.306873,"48.869654, 2.306873"
1,321,PATHE,ILE-DE-FRANCE,32 RUE LOUIS LEGRAND,75102,Paris 2e Arrondissement,21277,75,851,Paris,10949158,01-Paris,6,1138,53,9024,269401,181402,48.51049051,De 200 à 300 000 entrées,PATHE-GAUMONT,,NON,,FIXE,,C,128,107,89,42.56332091,36.77731361,14.43227579,6.227089684,54,30.19269128,48.870632,2.334338,"48.870632, 2.334338"
1,481,GAUMONT PARNASSE,ILE-DE-FRANCE,3 RUE D'ODESSA,75114,Paris 14e Arrondissement,134926,75,851,Paris,10949158,01-Paris,15,2876,53,20220,463860,475104,-2.366639725,De 450 à 700 000 entrées,PATHE-GAUMONT,,NON,,FIXE,,C,259,222,189,45.45930084,31.57609144,18.5591311,4.405476621,122,32.41824788,48.843074,2.324424,"48.843074, 2.324424"
1,803,BRETAGNE,ILE-DE-FRANCE,73 BD DU MONTPARNASSE,75106,Paris 6e Arrondissement,40452,75,851,Paris,10949158,01-Paris,2,736,51,2420,20543,3804,440.0368034,De 20 à 30 000 entrées,PATHE-GAUMONT,,NON,,FIXE,,C,54,52,26,9.852504503,71.450129,10.69950835,7.997858151,7,3.17869834,48.843752,2.324925,"48.843752, 2.324925"
1,814,LUCERNAIRE FORUM,ILE-DE-FRANCE,53 RUE NOTRE DAME DES CHAMPS,75106,Paris 6e Arrondissement,40452,75,851,Paris,10949158,01-Paris,3,148,53,5611,38871,14232,173.123946,De 30 à 40 000 entrées,,,A,RDJPPR,FIXE,,C,281,155,11,53.36213811,14.44464568,24.01748985,8.175726372,248,91.96398541,48.844244,2.330407,"48.844244, 2.330407"
1,1681,UGC CINE CITE LES HALLES,ILE-DE-FRANCE,101 RUE BERGER,75101,Paris 1er Arrondissement,16149,75,851,Paris,10949158,01-Paris,27,3896,53,61489,2221205,1408789,57.6676848,Plus de 2 millions d'entrées,UGC,,NON,,FIXE,,C,567,419,403,40.44665683,35.3489861,15.89579448,8.308562588,345,40.98046225,48.861424,2.345829,"48.861424, 2.345829"
1,2543,MAC MAHON,ILE-DE-FRANCE,5/7 AV MAC MAHON,75117,Paris 17e Arrondissement,167765,75,851,Paris,10949158,01-Paris,1,137,17,258,3503,,,De 2 à 5 000 entrées,,,NON,,FIXE,,C,44,4,0,64.07599309,34.22567645,1.698330455,0,35,88.05411629,48.875715,2.294655,"48.875715, 2.294655"
1,7394,GAUMONT CONVENTION,ILE-DE-FRANCE,27 RUE ALAIN CHARTIER,75115,Paris 15e Arrondissement,231186,75,851,Paris,10949158,01-Paris,9,1263,53,16389,377741,245633,53.78267578,De 300 à 450 000 entrées,PATHE-GAUMONT,,NON,,FIXE,,C,233,200,175,58.8172907,19.64566929,13.7607799,7.77626011,149,56.29385613,48.837759,2.296259,"48.837759, 2.296259"
1,8132,GAUMONT ALESIA,ILE-DE-FRANCE,73 AVENUE DU GENERAL LECLERC,75114,Paris 14e Arrondissement,134926,75,851,Paris,10949158,01-Paris,8,1384,53,15694,354276,236317,49.9155795,De 300 à 450 000 entrées,PATHE-GAUMONT,,NON,,FIXE,,C,244,198,137,40.83157808,38.76175356,15.38031814,5.026350217,99,18.52866316,48.828166,2.327463,"48.828166, 2.327463"
1,8291,L ARLEQUIN PANORAMA,ILE-DE-FRANCE,76 RUE DE RENNES,75106,Paris 6e Arrondissement,40452,75,851,Paris,10949158,01-Paris,3,591,53,5306,119071,56442,110.9616952,De 100 à 150 000 entrées,,,A,RDPR,FIXE,,C,281,113,65,45.08935849,16.35221745,21.98742203,16.57100203,162,89.94363079,48.851278,2.330648,"48.851278, 2.330648"
1,8361,ESPACE SAINT MICHEL,ILE-DE-FRANCE,7 PLACE ST MICHEL,75105,Paris 5e Arrondissement,58050,75,851,Paris,10949158,01-Paris,2,210,53,4194,37271,19574,90.41074895,De 30 à 40 000 entrées,,,A,RD,FIXE,,C,79,36,36,63.03023799,2.159856188,20.64607872,14.1638271,71,89.58171232,48.853093,2.344228,"48.853093, 2.344228"
1,8374,ECOLES CINEMA CLUB,ILE-DE-FRANCE,23 RUE DES ECOLES,75105,Paris 5e Arrondissement,58050,75,851,Paris,10949158,01-Paris,2,200,53,3215,54897,28503,92.60077887,De 50 à 80 000 entrées,,,A,PR,FIXE,,C,400,6,1,36.18694963,46.03736045,11.31130025,6.464389669,336,86.84646844,48.848384,2.348973,"48.848384, 2.348973"
1,8425,QUARTIER LATIN I,ILE-DE-FRANCE,9 RUE CHAMPOLLION,75105,Paris 5e Arrondissement,58050,75,851,Paris,10949158,01-Paris,2,164,53,3609,112415,53849,108.7596798,De 100 à 150 000 entrées,,,A,,FIXE,,C,535,1,1,15.78496772,51.641815,14.66129205,17.91192523,479,95.91909535,48.849504,2.342788,"48.849504, 2.342788"
1,8661,ESCURIAL,ILE-DE-FRANCE,11 BD PORT ROYAL,75113,Paris 13e Arrondissement,179013,75,851,Paris,10949158,01-Paris,2,329,51,3529,76214,38331,98.83123321,De 50 à 80 000 entrées,,,A,RDJP,FIXE,,C,193,105,54,68.13268992,6.559713286,9.813466531,15.49413026,169,95.84744328,48.836817,2.349632,"48.836817, 2.349632"
1,9616,MK2 A&E,ILE-DE-FRANCE,15/43 QUAI FRANCOIS MAURIAC,75113,Paris 13e Arrondissement,179013,75,851,Paris,10949158,01-Paris,4,520,53,9035,110360,67946,62.4231007,De 100 à 150 000 entrées,MK2,,NON,,FIXE,,C,279,181,58,46.90956645,15.69010298,9.774415606,27.62591496,181,77.17638084,48.832993,2.378615,"48.832993, 2.378615"
1,9700,PATHE BEAUGRENELLE,ILE-DE-FRANCE,7 RUE LINOIS,75115,Paris 15e Arrondissement,231186,75,851,Paris,10949158,01-Paris,10,1962,53,18824,632788,421618,50.08562253,De 450 à 700 000 entrées,PATHE-GAUMONT,,NON,,FIXE,,C,237,192,139,32.93636684,46.63131225,15.55057377,4.881747142,91,12.87667039,48.848895,2.282585,"48.848895, 2.282585"
1,9906,UGC CINE CITE PARIS 19,ILE-DE-FRANCE,166 BOULEVARD MAC DONALD,75119,Paris 19e Arrondissement,184156,75,851,Paris,10949158,01-Paris,14,2790,53,24638,296834,204005,45.50329649,De 200 à 300 000 entrées,UGC,,NON,,FIXE,,C,361,272,238,35.82944722,45.63562496,13.09818663,5.436741195,178,20.84095372,48.898991,2.376757,"48.898991, 2.376757"
2,10552,SALLE CHARLES CHAPLIN,ILE-DE-FRANCE,ESPACE CULTUREL ALAIN POHER 7 AVENUE AUGUSTE DURU,94001,Ablon-sur-Seine,5938,94,851,Paris,10949158,02-Petite Couronne,1,209,43,131,3039,1033,194.1916747,De 2 à 5 000 entrées,,,NON,,FIXE,,B,103,86,2,41.04534973,40.54573405,13.10530361,5.303612606,53,34.35818601,48.724181,2.420302,"48.724181, 2.420302"
2,22634,JEAN VILAR,ILE-DE-FRANCE,1 RUE PAUL SIGNAC,94003,Arcueil,21962,94,851,Paris,10949158,02-Petite Couronne,2,328,49,2123,20396,12479,63.44258354,De 20 à 30 000 entrées,,,C,RDJPPR,FIXE,,B,358,253,3,61.64399421,11.43849493,14.12445731,12.79305355,286,80.37626628,48.801352,2.330702,"48.801352, 2.330702"
2,27573,CINEMA VENTURA,ILE-DE-FRANCE,RUE SAMUEL DESBORDES,91027,Athis-Mons,35927,91,851,Paris,10949158,03-Grande couronne,1,175,49,626,9731,4543,114.1976667,De 5 à 10 000 entrées,,,C,,FIXE,,B,209,165,2,49.27666112,27.12840865,19.93342722,3.661503009,124,64.34515427,48.7102,2.388137,"48.7102, 2.388137"
2,54292,LA BARBACANE,ILE-DE-FRANCE,PLACE DU 8 MAI 1945,78062,Beynes,7697,78,78205,Beynes,8220,03-Grande couronne,1,292,41,336,7868,5420,45.16605166,De 5 à 10 000 entrées,,,E,JP,FIXE,,C,138,110,1,71.76632302,14.63917526,12.24742268,1.347079038,68,49.56701031,48.855732,1.875104,"48.855732, 1.875104"
2,54692,THEATRE PAUL ELUARD,ILE-DE-FRANCE,162 RUE MAURICE BERTEAUX,95063,Bezons,31978,95,851,Paris,10949158,03-Grande couronne,2,598,53,1538,27503,14373,91.35184026,De 20 à 30 000 entrées,,,C,JP,FIXE,,B,283,223,9,48.34458245,28.0003195,12.40464875,11.2504493,146,44.21103079,48.931156,2.207081,"48.931156, 2.207081"
2,57582,CINEMA LOUIS DAQUIN,ILE-DE-FRANCE,76 RUE VICTOR HUGO,93007,Le Blanc-Mesnil,58116,93,851,Paris,10949158,02-Petite Couronne,3,447,53,3534,49870,29623,68.34891807,De 40 à 50 000 entrées,,,C,JP,FIXE,,B,287,222,46,52.78206088,27.23467994,12.57984933,7.403409842,154,28.9418036,48.941761,2.457313,"48.941761, 2.457313"
2,59033,AUDITORIUM BOURSE TRAVAIL,ILE-DE-FRANCE,11 RUE DU 8 MAI 1945,93008,Bobigny,55066,93,851,Paris,10949158,02-Petite Couronne,1,400,42,671,11279,5211,116.4459797,De 10 à 20 000 entrées,,,C,RDJPPR,ITINERANT,,B,173,122,1,50.56145675,39.00859889,4.957005564,5.472938796,112,64.19828022,48.90951,2.436542,"48.90951, 2.436542"
2,59604,JEAN RENOIR,ILE-DE-FRANCE,RUE DU GENERAL LECLERC,92009,Bois-Colombes,29817,92,851,Paris,10949158,02-Petite Couronne,1,300,47,377,10647,6517,63.37271751,De 10 à 20 000 entrées,,,NON,,FIXE,,B,107,69,0,61.14875766,21.38324191,10.16456922,7.303431214,54,47.90792729,48.916548,2.266897,"48.916548, 2.266897"
2,59690,LA GRANGE DE LA TREMBLAYE,ILE-DE-FRANCE,RUE DU PARC,78073,Bois-d'Arcy,15184,78,851,Paris,10949158,03-Grande couronne,1,338,40,599,10561,4607,129.2381159,De 10 à 20 000 entrées,,,NON,,FIXE,,B,184,148,1,62.21421215,27.06488157,6.426364573,4.29454171,80,40.29866117,48.800013,2.023763,"48.800013, 2.023763"
2,62121,GERARD PHILIPE,ILE-DE-FRANCE,2 RUE PABLO NERUDA,94011,Bonneuil-sur-Marne,18488,94,851,Paris,10949158,02-Petite Couronne,1,245,44,476,8473,3070,175.9934853,De 5 à 10 000 entrées,,,NON,,FIXE,,B,114,91,1,58.90080024,25.23025819,11.18828326,4.680658312,44,43.21304545,48.774577,2.486664,"48.774577, 2.486664"
2,97431,STUDIO 66,ILE-DE-FRANCE,66 RUE JEAN JAURES,94017,Champigny-sur-Marne,77751,94,851,Paris,10949158,02-Petite Couronne,5,944,53,8223,97939,64401,52.07683111,De 80 à 100 000 entrées,,,C,JP,FIXE,,B,270,192,118,28.07153142,53.71844825,11.20193122,7.008089107,140,16.89712858,48.814397,2.508133,"48.814397, 2.508133"
2,120293,ARCEL,ILE-DE-FRANCE,15 PLACE LEON CASSE,91174,Corbeil-Essonnes,52613,91,851,Paris,10949158,03-Grande couronne,3,380,53,3670,37609,20876,80.15424411,De 30 à 40 000 entrées,,,C,JPPR,FIXE,,B,354,251,91,45.14021011,37.02263766,13.53572118,4.301431053,197,35.37099843,48.603813,2.469302,"48.603813, 2.469302"
2,123914,ABEL GANCE,ILE-DE-FRANCE,184 BD ST DENIS,92026,Courbevoie,82701,92,851,Paris,10949158,02-Petite Couronne,1,139,50,1518,39241,21984,78.49799854,De 30 à 40 000 entrées,,,C,JP,FIXE,,B,267,170,2,57.00246404,19.87565183,11.29734686,11.82453728,180,65.63234199,48.901327,2.271867,"48.901327, 2.271867"
2,144262,L'ORANGE BLEUE,ILE-DE-FRANCE,7 RUE JEAN MERMOZ,95203,Eaubonne,25782,95,851,Paris,10949158,03-Grande couronne,1,345,35,111,7498,3001,149.85005,De 5 à 10 000 entrées,,,NON,,FIXE,,B,68,48,0,55.22929128,15.26191771,7.377197752,22.13159326,57,82.59923872,48.992968,2.278288,"48.992968, 2.278288"
2,162844,ERMITAGE,ILE-DE-FRANCE,6 RUE DE FRANCE,77186,Fontainebleau,16368,77,77406,Fontainebleau,38052,03-Grande couronne,5,944,53,6476,61256,36613,67.30669434,De 50 à 80 000 entrées,,,D,RDJPPR,FIXE,,C,306,199,158,75.03859661,6.921941537,11.32619649,6.713265358,241,75.55265256,48.404394,2.699594,"48.404394, 2.699594"
2,172043,THEATRE ANDRE MALRAUX,ILE-DE-FRANCE,1 BIS RUE GUILLEMETEAU,93032,Gagny,39817,93,851,Paris,10949158,02-Petite Couronne,1,450,48,534,10589,4664,127.0368782,De 10 à 20 000 entrées,,,C,,FIXE,,B,220,171,0,62.12090372,20.92407897,11.00142479,5.95359251,132,67.54528801,48.884043,2.529952,"48.884043, 2.529952"
2,201524,LE CONTI,ILE-DE-FRANCE,PLACE DU PATIS,95313,L' Isle-Adam,11923,95,851,Paris,10949158,03-Grande couronne,5,739,53,6281,74293,47512,56.36681259,De 50 à 80 000 entrées,,,C,,FIXE,,B,312,225,129,49.11778929,35.35751295,10.81036269,4.71433506,131,12.83868739,49.110771,2.211976,"49.110771, 2.211976"
2,202214,CINE D ISSY,ILE-DE-FRANCE,MAIL RAYMOND MENAND,92040,Issy-les-Moulineaux,68641,92,851,Paris,10949158,02-Petite Couronne,1,376,47,457,18275,14057,30.0064025,De 10 à 20 000 entrées,,,NON,,FIXE,,B,99,81,17,61.62141021,29.45580512,7.458933959,1.46385071,52,38.17744999,48.825247,2.271161,"48.825247, 2.271161"
2,206924,CINEMA AGNES VARDA,ILE-DE-FRANCE,37-39 GRANDE RUE,91326,Juvisy-sur-Orge,17773,91,851,Paris,10949158,03-Grande couronne,1,123,49,915,13353,6265,113.1364725,De 10 à 20 000 entrées,,,C,,FIXE,,B,243,176,3,55.8011497,24.3543033,16.04728362,3.797263379,149,67.12007125,48.688996,2.376314,"48.688996, 2.376314"
2,224413,PATHE,ILE-DE-FRANCE,28 RUE D'ALSACE,92044,Levallois-Perret,67809,92,851,Paris,10949158,02-Petite Couronne,8,1538,53,11450,337870,239649,40.98535775,De 300 à 450 000 entrées,PATHE-GAUMONT,,NON,,FIXE,,B,247,202,150,32.88522982,49.72522328,14.06755733,3.321989568,100,9.310308957,48.891726,2.296363,"48.891726, 2.296363"
2,241923,THEATRE CLAUDE DEBUSSY,ILE-DE-FRANCE,116 AVENUE DU GENERAL DE GAULLE,94046,Maisons-Alfort,57944,94,851,Paris,10949158,02-Petite Couronne,1,406,41,173,13968,7909,76.60892654,De 10 à 20 000 entrées,,,NON,,FIXE,,B,90,83,0,82.93061405,9.199733984,5.85975024,2.009901722,55,52.36089559,48.801474,2.430493,"48.801474, 2.430493"
2,248192,FONTENELLE,ILE-DE-FRANCE,10 RUE CARNOT,78372,Marly-le-Roi,16857,78,851,Paris,10949158,03-Grande couronne,2,336,53,2555,46625,27639,68.69278917,De 40 à 50 000 entrées,,,C,JPPR,FIXE,,B,305,214,69,72.96875,13.27678571,9.366071429,4.388392857,194,53.03125,48.871284,2.095564,"48.871284, 2.095564"
2,255991,VARIETES,ILE-DE-FRANCE,20 BD CHAMBLAIN,77288,Melun,41867,77,851,Paris,10949158,03-Grande couronne,3,566,53,3093,36147,20537,76.00915421,De 30 à 40 000 entrées,,,C,JP,FIXE,,B,332,223,76,51.77948973,31.14033803,12.49011395,4.590058291,173,39.36260582,48.533449,2.6548,"48.533449, 2.6548"
2,260903,CENTRE D ART ET DE CULTURE,ILE-DE-FRANCE,15 BOULEVARD DES NATIONS-UNIES,92048,Meudon,46517,92,851,Paris,10949158,02-Petite Couronne,1,458,47,488,19581,11563,69.3418663,De 10 à 20 000 entrées,,,NON,,FIXE,,B,227,139,0,52.56644469,21.46266722,16.35335023,9.617537863,163,67.98279215,48.81334,2.235774,"48.81334, 2.235774"
2,284362,LA BERGERIE,ILE-DE-FRANCE,COUR EMILE ZOLA,77327,Nangis,8990,77,77208,Nangis,8990,03-Grande couronne,1,132,42,591,7492,2329,221.6831258,De 5 à 10 000 entrées,,,E,JPPR,FIXE,,I,131,91,0,51.46189487,26.68157853,14.23550088,7.621025723,55,51.54177984,48.555127,3.0133,"48.555127, 3.0133"
2,284502,CAP CINEMA NANTERRE,ILE-DE-FRANCE,200 ALLEE DE CORSE,92050,Nanterre,96402,92,851,Paris,10949158,02-Petite Couronne,10,1491,53,19005,130146,61109,112.9735391,De 100 à 150 000 entrées,CGR,,NON,,FIXE,,B,225,165,161,18.43528024,59.33332819,11.56417989,10.66721169,19,1.537108878,48.900167,2.21295,"48.900167, 2.21295"
2,286831,MELIES,ILE-DE-FRANCE,9 RUE BEZOUT,77333,Nemours,13109,77,77401,Nemours,21148,03-Grande couronne,3,507,53,2390,25690,15102,70.10991922,De 20 à 30 000 entrées,,,NON,,FIXE,,C,134,92,47,31.96890763,50.38038535,15.24022162,2.410485405,55,15.60820309,48.265654,2.695374,"48.265654, 2.695374"
2,298964,SALLE ARAGON,ILE-DE-FRANCE,1 PLACE DU FER A CHEVAL,94054,Orly,24526,94,851,Paris,10949158,02-Petite Couronne,1,388,46,421,13366,8942,49.47439052,De 10 à 20 000 entrées,,,NON,,FIXE,,B,143,92,0,38.50970018,32.6984127,22.01058201,6.781305115,64,47.21340388,48.742445,2.395558,"48.742445, 2.395558"
2,301781,LE PIERRE BRASSEUR,ILE-DE-FRANCE,103 AV DU GENERAL DE GAULLE,77350,Ozoir-la-Ferrière,20921,77,851,Paris,10949158,03-Grande couronne,1,171,53,459,8165,5042,61.93970647,De 5 à 10 000 entrées,,,NON,,FIXE,,B,116,99,1,73.74114137,11.0282233,12.44560487,2.785030461,33,27.61407435,48.762604,2.664715,"48.762604, 2.664715"
2,303281,CINE 104,ILE-DE-FRANCE,104 AV JEAN LOLIVE,93055,Pantin,60597,93,851,Paris,10949158,02-Petite Couronne,3,457,48,3062,76341,50331,51.67789235,De 50 à 80 000 entrées,,,C,RDJPPR,FIXE,,B,281,165,73,65.07515082,17.05385194,6.63303686,11.23796038,218,83.61874419,48.89218,2.408907,"48.89218, 2.408907"
2,318801,APOLLO,ILE-DE-FRANCE,62 AVENUE DE LA REPUBLIQUE,77373,Pontault-Combault,37804,77,851,Paris,10949158,03-Grande couronne,2,295,50,2742,43352,25235,71.79314444,De 40 à 50 000 entrées,,,C,JP,FIXE,,B,271,203,16,46.11073101,32.08252197,14.97026472,6.83648229,142,38.46902795,48.803412,2.611316,"48.803412, 2.611316"
2,326550,LE REXY,ILE-DE-FRANCE,QUARTIER DELORT,77379,Provins,12394,77,77303,Provins,13717,03-Grande couronne,4,570,53,6466,74307,45341,63.88478419,De 50 à 80 000 entrées,,,E,,FIXE,,C,217,153,86,34.03195797,49.86866586,13.40839444,2.690981723,106,11.26463828,48.559158,3.304398,"48.559158, 3.304398"
2,347175,ARIEL HAUTS DE RUEIL,ILE-DE-FRANCE,59 AVENUE DE FOUILLEUSE,92063,Rueil-Malmaison,79713,92,851,Paris,10949158,02-Petite Couronne,3,688,53,3882,96002,63062,52.23430909,De 80 à 100 000 entrées,,,NON,,FIXE,,B,128,99,67,25.72989423,59.35733381,11.66457094,3.248201021,41,5.835983812,48.862565,2.194794,"48.862565, 2.194794"
2,381152,LES YEUX D ELSA,ILE-DE-FRANCE,11 BIS AVE JEAN JAURES,78545,Saint-Cyr-l'École,21244,78,851,Paris,10949158,03-Grande couronne,1,168,47,731,14850,5149,188.4055156,De 10 à 20 000 entrées,,,C,JP,FIXE,,B,192,159,1,63.60706063,21.33537989,11.48887183,3.568687644,116,49.90023024,48.799763,2.067533,"48.799763, 2.067533"
2,388971,C 2 L,ILE-DE-FRANCE,25/27/29 RUE DU VIEUX MARCHE,78551,Saint-Germain-en-Laye,46171,78,851,Paris,10949158,03-Grande couronne,5,742,53,7003,115221,73467,56.83368043,De 100 à 150 000 entrées,UGC,,C,,FIXE,,B,229,135,104,49.6713215,34.1347408,12.34631237,3.847625341,120,30.21755387,48.896605,2.090977,"48.896605, 2.090977"
2,408441,ESPACE 1789,ILE-DE-FRANCE,7/9 RUE DES ROSIERS,93070,Saint-Ouen,51656,93,851,Paris,10949158,02-Petite Couronne,2,668,50,2615,59887,34095,75.64745564,De 50 à 80 000 entrées,,,C,RDJPPR,FIXE,,B,258,182,37,63.57375206,19.92088671,9.875105417,6.630255813,208,75.16766395,48.904144,2.339193,"48.904144, 2.339193"
2,433972,JACQUES TATI,ILE-DE-FRANCE,29 BIS AV CHARLES DE GAULLE,93073,Tremblay-en-France,36653,93,851,Paris,10949158,02-Petite Couronne,3,524,52,4139,64405,33776,90.6827333,De 50 à 80 000 entrées,,,C,PR,FIXE,,B,300,201,41,44.93042822,38.48560026,8.855571136,7.728400388,205,41.34577356,48.99649,2.550261,"48.99649, 2.550261"
2,433975,PATHE,ILE-DE-FRANCE,RUE DES BUISSONS,93073,Tremblay-en-France,36653,93,851,Paris,10949158,02-Petite Couronne,12,2380,53,19971,582447,363971,60.02566139,De 450 à 700 000 entrées,PATHE-GAUMONT,,NON,,FIXE,,B,181,122,116,15.02321925,67.63991023,13.40804176,3.928828764,21,1.41573669,48.991044,2.524032,"48.991044, 2.524032"
2,443601,LE NORMANDY,ILE-DE-FRANCE,72 BOULEVARD DE LA REPUBLIQUE,92076,Vaucresson,8941,92,851,Paris,10949158,02-Petite Couronne,2,295,52,2334,30505,20029,52.30415897,De 30 à 40 000 entrées,UGC,,C,,FIXE,,B,245,162,47,72.65983275,12.67197194,10.25424872,4.413946588,145,47.83180469,48.837881,2.157499,"48.837881, 2.157499"
2,449542,ESPACE BERNARD MANTIENNE,ILE-DE-FRANCE,VOIE DE L'AULNE,91645,Verrières-le-Buisson,14931,91,851,Paris,10949158,03-Grande couronne,2,491,49,1724,24994,16808,48.70299857,De 20 à 30 000 entrées,,,C,JP,FIXE,,B,271,202,5,67.73118461,13.68967263,14.3477894,4.231353358,173,54.00354371,48.754993,2.269638,"48.754993, 2.269638"
2,455770,LE COLOMBIER,ILE-DE-FRANCE,PLACE CHARLES DE GAULLE,92077,Ville-d'Avray,11170,92,851,Paris,10949158,02-Petite Couronne,1,279,48,323,4860,2961,64.1337386,De 2 à 5 000 entrées,,,C,,FIXE,,B,221,185,0,64.62434713,14.38328646,14.58417035,6.408196063,128,57.71394134,48.824654,2.18397,"48.824654, 2.18397"
2,461663,LE CASINO,ILE-DE-FRANCE,13 RUE GUILLAUME BUDE,94079,Villiers-sur-Marne,29820,94,851,Paris,10949158,02-Petite Couronne,1,220,51,1076,19197,10379,84.96001542,De 10 à 20 000 entrées,,,C,,FIXE,,B,270,202,3,56.3646436,18.20755878,11.41819525,14.00960236,161,51.79736551,48.826124,2.542402,"48.826124, 2.542402"
2,463353,CALYPSO A,ILE-DE-FRANCE,38 RUE VICTOR BASCH,91687,Viry-Châtillon,31297,91,851,Paris,10949158,03-Grande couronne,3,551,53,3413,64674,38867,66.39822986,De 50 à 80 000 entrées,,,C,JP,FIXE,,B,346,228,41,44.71506836,37.05798242,14.64743023,3.579518982,214,28.98157222,48.681815,2.379391,"48.681815, 2.379391"
2,463931,3 CINES ROBESPIERRE,ILE-DE-FRANCE,19 AVENUE MAXIMILIEN ROBESPIERRE,94081,Vitry-sur-Seine,96138,94,851,Paris,10949158,02-Petite Couronne,3,509,53,4702,58289,34208,70.39581384,De 50 à 80 000 entrées,,,C,RDJPPR,FIXE,,B,432,297,49,46.99683878,31.96542169,14.49478984,6.542949694,282,43.63852789,48.790948,2.388152,"48.790948, 2.388152"
2,575001,MEGARAMA,ILE-DE-FRANCE,44 AVENUE DE LA LONGUE BERTRANE,92078,Villeneuve-la-Garenne,24670,92,851,Paris,10949158,02-Petite Couronne,18,3728,53,29616,354153,234993,50.70789343,De 300 à 450 000 entrées,MEGARAMA,,NON,,FIXE,,B,277,206,204,22.61203013,59.49281956,11.55935096,6.335799343,57,2.798704638,48.930677,2.320895,"48.930677, 2.320895"
2,724440,KINEPOLIS SERVON,ILE-DE-FRANCE,ZAC DE NOYER AUX PERDRIX,77450,SERVON,3359,77,851,Paris,10949158,03-Grande couronne,9,1209,53,14250,170882,99839,71.15756368,De 150 à 200 000 entrées,KINEPOLIS,,NON,,FIXE,,B,229,165,158,27.9581621,56.25121605,11.20708461,4.583537236,19,1.070120927,48.718766,2.589559,"48.718766, 2.589559"
